"GastoTotal","ECigarrillo","QCigarrillo","GastoTotalMes","ECigarrilloMes","QCigarrilloMes","Wcigarrillo","Pcigarrillo","WcigarrilloMes","PcigarrilloMes"
305684208509.802,2888328117.76107,30413148.2649084,1410223612306.61,2888328117.76107,136312065.660031,0.944873185252701,94.9697181167433,0.204813484369108,21.1890862615545
