"GastoTotal","ECigarrillo","QCigarrillo","GastoTotalMes","ECigarrilloMes","QCigarrilloMes","Wcigarrillo","Pcigarrillo","WcigarrilloMes","PcigarrilloMes"
352216948634.81,4783165994.4222,16949044.7028979,627105114950.572,12167745601.3654,43555004.1723873,1.35801698724656,282.20858923125,1.94030399549913,279.36504272176
