"GastoTotal","ECigarrillo","QCigarrillo","GastoTotalMes","ECigarrilloMes","QCigarrilloMes","Wcigarrillo","Pcigarrillo","WcigarrilloMes","PcigarrilloMes"
32773587513.2246,0,0,44755761705.4831,0,0,0,,0,
